TF Gene
BSU08810 BSU09990
BSU24610 BSU00490
BSU24610 BSU10300
BSU24610 BSU14240
BSU24610 BSU15310
BSU24610 BSU15320
BSU24610 BSU23450
BSU24610 BSU23460
BSU24610 BSU23470
BSU24610 BSU24620
BSU24610 BSU24630
BSU24610 BSU24640
BSU24610 BSU33400
BSU24610 BSU34030
BSU24610 BSU34040
BSU24610 BSU34050
BSU24610 BSU34220
BSU24610 BSU34230
BSU24610 BSU34240
BSU24610 BSU34250
BSU24610 BSU34265
BSU24610 BSU34280
BSU24610 BSU34290
BSU24610 BSU34300
BSU24610 BSU34310
BSU24610 BSU34320
BSU24610 BSU34330
BSU24610 BSU34340
BSU24610 BSU34350
BSU24610 BSU34360
BSU24610 BSU34370
BSU24610 BSU34380
BSU24610 BSU38360
BSU24610 BSU38400
BSU24610 BSU40300
BSU26350 BSU26250
BSU26350 BSU26259
BSU26350 BSU26260
BSU26350 BSU26270
BSU26350 BSU26280
BSU26350 BSU26290
BSU26350 BSU26300
BSU26350 BSU26310
BSU26350 BSU26320
BSU26350 BSU26330
BSU26350 BSU26340
BSU34380 BSU09370
BSU34380 BSU35620
BSU34380 BSU35630
BSU34380 BSU35640
BSU13920 BSU13920
BSU13920 BSU13930
BSU24220 BSU00010
BSU24220 BSU00020
BSU24220 BSU00120
BSU24220 BSU00370
BSU24220 BSU00380
BSU24220 BSU00640
BSU24220 BSU01910
BSU24220 BSU01920
BSU24220 BSU01935
BSU24220 BSU01950
BSU24220 BSU01960
BSU24220 BSU01970
BSU24220 BSU01980
BSU24220 BSU03200
BSU24220 BSU03210
BSU24220 BSU06570
BSU24220 BSU07460
BSU24220 BSU09420
BSU24220 BSU10420
BSU24220 BSU11300
BSU24220 BSU11310
BSU24220 BSU12430
BSU24220 BSU12440
BSU24220 BSU12850
BSU24220 BSU13990
BSU24220 BSU14120
BSU24220 BSU14130
BSU24220 BSU14240
BSU24220 BSU14490
BSU24220 BSU15310
BSU24220 BSU15320
BSU24220 BSU15410
BSU24220 BSU15420
BSU24220 BSU16180
BSU24220 BSU16190
BSU24220 BSU16200
BSU24220 BSU16210
BSU24220 BSU16220
BSU24220 BSU16230
BSU24220 BSU16240
BSU24220 BSU16250
BSU24220 BSU16260
BSU24220 BSU16270
BSU24220 BSU16280
BSU24220 BSU16290
BSU24220 BSU16300
BSU24220 BSU16310
BSU24220 BSU16320
BSU24220 BSU16330
BSU24220 BSU16340
BSU24220 BSU16350
BSU24220 BSU16360
BSU24220 BSU16370
BSU24220 BSU16380
BSU24220 BSU16390
BSU24220 BSU16400
BSU24220 BSU16410
BSU24220 BSU16420
BSU24220 BSU16430
BSU24220 BSU16440
BSU24220 BSU16450
BSU24220 BSU16460
BSU24220 BSU16470
BSU24220 BSU16480
BSU24220 BSU17890
BSU24220 BSU17900
BSU24220 BSU19210
BSU24220 BSU22270
BSU24220 BSU22280
BSU24220 BSU23450
BSU24220 BSU23460
BSU24220 BSU23470
BSU24220 BSU24220
BSU24220 BSU24600
BSU24220 BSU24610
BSU24220 BSU24930
BSU24220 BSU24940
BSU24220 BSU25860
BSU24220 BSU25870
BSU24220 BSU25880
BSU24220 BSU25890
BSU24220 BSU27370
BSU24220 BSU29200
BSU24220 BSU29210
BSU24220 BSU29630
BSU24220 BSU31740
BSU24220 BSU32760
BSU24220 BSU32770
BSU24220 BSU33750
BSU24220 BSU33760
BSU24220 BSU33770
BSU24220 BSU35250
BSU24220 BSU35260
BSU24220 BSU35510
BSU24220 BSU35520
BSU24220 BSU37030
BSU24220 BSU37130
BSU24220 BSU38100
BSU24220 BSU38110
BSU24220 BSU38500
BSU24220 BSU38510
BSU24220 BSU38520
BSU24220 BSU38530
BSU24220 BSU38540
BSU24220 BSU39880
BSU24220 BSU40320
BSU24220 BSU40330
BSU24220 BSU40340
BSU24220 BSU40960
BSU24220 BSU40970
BSU36420 BSU00230
BSU36420 BSU00600
BSU36420 BSU00610
BSU36420 BSU01570
BSU36420 BSU03090
BSU36420 BSU03100
BSU36420 BSU10790
BSU36420 BSU10960
BSU36420 BSU12090
BSU36420 BSU13830
BSU36420 BSU13840
BSU36420 BSU15030
BSU36420 BSU15090
BSU36420 BSU15170
BSU36420 BSU15210
BSU36420 BSU15220
BSU36420 BSU15230
BSU36420 BSU17420
BSU36420 BSU22200
BSU36420 BSU22520
BSU36420 BSU22800
BSU36420 BSU24360
BSU36420 BSU24370
BSU36420 BSU24380
BSU36420 BSU24390
BSU36420 BSU24400
BSU36420 BSU24410
BSU36420 BSU24420
BSU36420 BSU24430
BSU36420 BSU25060
BSU36420 BSU25070
BSU36420 BSU25350
BSU36420 BSU25360
BSU36420 BSU25760
BSU36420 BSU25770
BSU36420 BSU27670
BSU36420 BSU27970
BSU36420 BSU27980
BSU36420 BSU28380
BSU36420 BSU36750
BSU36420 BSU40530
BSU00560 BSU01550
BSU00560 BSU02070
BSU00560 BSU02080
BSU00560 BSU03700
BSU00560 BSU03710
BSU00560 BSU03720
BSU00560 BSU03920
BSU00560 BSU03930
BSU00560 BSU08660
BSU00560 BSU09750
BSU00560 BSU13400
BSU00560 BSU13410
BSU00560 BSU15330
BSU00560 BSU23390
BSU00560 BSU23410
BSU00560 BSU23420
BSU00560 BSU23430
BSU00560 BSU23440
BSU00560 BSU23480
BSU00560 BSU24230
BSU00560 BSU25540
BSU00560 BSU27750
BSU00560 BSU29570
BSU00560 BSU33050
BSU00560 BSU33060
BSU00560 BSU33070
BSU11500 BSU00730
BSU11500 BSU03480
BSU11500 BSU03490
BSU11500 BSU03500
BSU11500 BSU03510
BSU11500 BSU03520
BSU11500 BSU14730
BSU11500 BSU14740
BSU11500 BSU21680
BSU11500 BSU21690
BSU11500 BSU27240
BSU11500 BSU27250
BSU11500 BSU27260
BSU11500 BSU27270
BSU11500 BSU27280
BSU11500 BSU28500
BSU11500 BSU29490
BSU11500 BSU30340
BSU11500 BSU31290
BSU11500 BSU31370
BSU11500 BSU34790
BSU11500 BSU38110
BSU13310 BSU02690
BSU13310 BSU03280
BSU13310 BSU03290
BSU13310 BSU03300
BSU13310 BSU03310
BSU13310 BSU03320
BSU13310 BSU03330
BSU13310 BSU04050
BSU13310 BSU04060
BSU13310 BSU04070
BSU13310 BSU04080
BSU13310 BSU04090
BSU13310 BSU04100
BSU13310 BSU04110
BSU13310 BSU06310
BSU13310 BSU07560
BSU13310 BSU11430
BSU13310 BSU11440
BSU13310 BSU11450
BSU13310 BSU11460
BSU13310 BSU11470
BSU13310 BSU13310
BSU13310 BSU13320
BSU13310 BSU13330
BSU13310 BSU17450
BSU13310 BSU17460
BSU13310 BSU18120
BSU13310 BSU18440
BSU13310 BSU18450
BSU13310 BSU19580
BSU13310 BSU27430
BSU13310 BSU27440
BSU13310 BSU27450
BSU13310 BSU27460
BSU13310 BSU28250
BSU13310 BSU28260
BSU13310 BSU28270
BSU13310 BSU28280
BSU13310 BSU28290
BSU13310 BSU28300
BSU13310 BSU28310
BSU13310 BSU30360
BSU13310 BSU32430
BSU13310 BSU32440
BSU13310 BSU32450
BSU13310 BSU32460
BSU13310 BSU35490
BSU13310 BSU36100
BSU13310 BSU36510
BSU13310 BSU36520
BSU13310 BSU36640
BSU13310 BSU36650
BSU13310 BSU36660
BSU13310 BSU37930
BSU13310 BSU37940
BSU13310 BSU37950
BSU13310 BSU38850
BSU13310 BSU40470
BSU13310 BSU40480
BSU07820 BSU07800
BSU07820 BSU07810
BSU07820 BSU07820
BSU40410 BSU06250
BSU40410 BSU09420
BSU40410 BSU12100
BSU40410 BSU13820
BSU40410 BSU15280
BSU40410 BSU18380
BSU40410 BSU19210
BSU40410 BSU34800
BSU40410 BSU35720
BSU40410 BSU35730
BSU40410 BSU35740
BSU40410 BSU35750
BSU40410 BSU35760
BSU12510 BSU12520
BSU12510 BSU12530
BSU12510 BSU12540
BSU12510 BSU12550
BSU17590 BSU17570
BSU17590 BSU17580
BSU17590 BSU17600
BSU17590 BSU17610
BSU02500 BSU02460
BSU02500 BSU02470
BSU02500 BSU02480
BSU02500 BSU02490
BSU02500 BSU02500
BSU02500 BSU02510
BSU02500 BSU02520
BSU03750 BSU03730
BSU03750 BSU03740
BSU03750 BSU07990
BSU03750 BSU12880
BSU03750 BSU12890
BSU03750 BSU18170
BSU03750 BSU18180
BSU03750 BSU18190
BSU03750 BSU40490
BSU03960 BSU03950
BSU05420 BSU05430
BSU07010 BSU07010
BSU07010 BSU07020
BSU07010 BSU07030
BSU07010 BSU07040
BSU07010 BSU07050
BSU07010 BSU07060
BSU07010 BSU07070
BSU07010 BSU07080
BSU07220 BSU07230
BSU07390 BSU07390
BSU07390 BSU07400
BSU13480 BSU13480
BSU13480 BSU13490
BSU19540 BSU08230
BSU19540 BSU08240
BSU19540 BSU19230
BSU19540 BSU19540
BSU19540 BSU19550
BSU18420 BSU14850
BSU26430 BSU12880
BSU26430 BSU12890
BSU26430 BSU26410
BSU26430 BSU26420
BSU26430 BSU26430
BSU26430 BSU26450
BSU29400 BSU29280
BSU29400 BSU29290
BSU29400 BSU29300
BSU29400 BSU29310
BSU29400 BSU29320
BSU29400 BSU29330
BSU29400 BSU29340
BSU29400 BSU29350
BSU29400 BSU29360
BSU29400 BSU29370
BSU29400 BSU29380
BSU29400 BSU29390
BSU30460 BSU30410
BSU30460 BSU30420
BSU30460 BSU30430
BSU30460 BSU30440
BSU30460 BSU30450
BSU30460 BSU30460
BSU30460 BSU36480
BSU30460 BSU36490
BSU30460 BSU36500
BSU33221 BSU10770
BSU33221 BSU23090
BSU33221 BSU23100
BSU33221 BSU33222
BSU33221 BSU33230
BSU33221 BSU35620
BSU33221 BSU35630
BSU33221 BSU35640
BSU33221 BSU38500
BSU33221 BSU38510
BSU33221 BSU38520
BSU33221 BSU38530
BSU33221 BSU38540
BSU33221 BSU39220
BSU33221 BSU39230
BSU38220 BSU38229
BSU39660 BSU39620
BSU25100 BSU02850
BSU25100 BSU02860
BSU25100 BSU02870
BSU25100 BSU03340
BSU25100 BSU03350
BSU25100 BSU03360
BSU25100 BSU08880
BSU25100 BSU30700
BSU25200 BSU00010
BSU25200 BSU00020
BSU25200 BSU00060
BSU25200 BSU00070
BSU25200 BSU00370
BSU25200 BSU00500
BSU25200 BSU00510
BSU25200 BSU00640
BSU25200 BSU00920
BSU25200 BSU00980
BSU25200 BSU01080
BSU25200 BSU01150
BSU25200 BSU01160
BSU25200 BSU01170
BSU25200 BSU01180
BSU25200 BSU01190
BSU25200 BSU01200
BSU25200 BSU01210
BSU25200 BSU01220
BSU25200 BSU01230
BSU25200 BSU01240
BSU25200 BSU01250
BSU25200 BSU01260
BSU25200 BSU01270
BSU25200 BSU01280
BSU25200 BSU01290
BSU25200 BSU01300
BSU25200 BSU01310
BSU25200 BSU01320
BSU25200 BSU01330
BSU25200 BSU01340
BSU25200 BSU01350
BSU25200 BSU01360
BSU25200 BSU01370
BSU25200 BSU01380
BSU25200 BSU01390
BSU25200 BSU01400
BSU25200 BSU01410
BSU25200 BSU01420
BSU25200 BSU01610
BSU25200 BSU01620
BSU25200 BSU01630
BSU25200 BSU01800
BSU25200 BSU01810
BSU25200 BSU01820
BSU25200 BSU02130
BSU25200 BSU02140
BSU25200 BSU02670
BSU25200 BSU02680
BSU25200 BSU03130
BSU25200 BSU03310
BSU25200 BSU03320
BSU25200 BSU03330
BSU25200 BSU03480
BSU25200 BSU03490
BSU25200 BSU03500
BSU25200 BSU03510
BSU25200 BSU03520
BSU25200 BSU04730
BSU25200 BSU06020
BSU25200 BSU06030
BSU25200 BSU06150
BSU25200 BSU06360
BSU25200 BSU06420
BSU25200 BSU06430
BSU25200 BSU06440
BSU25200 BSU06450
BSU25200 BSU06460
BSU25200 BSU06470
BSU25200 BSU06480
BSU25200 BSU06490
BSU25200 BSU06500
BSU25200 BSU06510
BSU25200 BSU06520
BSU25200 BSU06530
BSU25200 BSU08730
BSU25200 BSU09100
BSU25200 BSU09280
BSU25200 BSU09290
BSU25200 BSU09300
BSU25200 BSU09410
BSU25200 BSU09430
BSU25200 BSU09440
BSU25200 BSU09500
BSU25200 BSU09510
BSU25200 BSU09520
BSU25200 BSU09990
BSU25200 BSU10110
BSU25200 BSU10300
BSU25200 BSU10420
BSU25200 BSU10620
BSU25200 BSU10630
BSU25200 BSU11190
BSU25200 BSU11200
BSU25200 BSU11210
BSU25200 BSU11220
BSU25200 BSU11230
BSU25200 BSU11240
BSU25200 BSU11250
BSU25200 BSU11330
BSU25200 BSU11340
BSU25200 BSU11520
BSU25200 BSU12920
BSU25200 BSU12930
BSU25200 BSU12940
BSU25200 BSU12950
BSU25200 BSU12960
BSU25200 BSU13640
BSU25200 BSU14490
BSU25200 BSU14870
BSU25200 BSU15240
BSU25200 BSU15280
BSU25200 BSU15310
BSU25200 BSU15320
BSU25200 BSU15470
BSU25200 BSU15480
BSU25200 BSU15490
BSU25200 BSU15500
BSU25200 BSU15510
BSU25200 BSU15520
BSU25200 BSU15530
BSU25200 BSU15540
BSU25200 BSU15550
BSU25200 BSU15560
BSU25200 BSU15890
BSU25200 BSU15900
BSU25200 BSU15910
BSU25200 BSU15920
BSU25200 BSU15970
BSU25200 BSU15980
BSU25200 BSU16540
BSU25200 BSU16600
BSU25200 BSU16750
BSU25200 BSU16760
BSU25200 BSU16770
BSU25200 BSU16800
BSU25200 BSU17450
BSU25200 BSU17590
BSU25200 BSU18000
BSU25200 BSU18130
BSU25200 BSU18440
BSU25200 BSU18450
BSU25200 BSU18460
BSU25200 BSU19360
BSU25200 BSU19370
BSU25200 BSU22600
BSU25200 BSU22610
BSU25200 BSU22620
BSU25200 BSU22630
BSU25200 BSU22640
BSU25200 BSU22650
BSU25200 BSU22660
BSU25200 BSU22670
BSU25200 BSU22680
BSU25200 BSU23090
BSU25200 BSU23100
BSU25200 BSU23110
BSU25200 BSU23120
BSU25200 BSU23130
BSU25200 BSU23140
BSU25200 BSU23150
BSU25200 BSU23310
BSU25200 BSU23360
BSU25200 BSU23570
BSU25200 BSU23580
BSU25200 BSU24220
BSU25200 BSU24350
BSU25200 BSU24670
BSU25200 BSU24680
BSU25200 BSU24690
BSU25200 BSU24700
BSU25200 BSU24710
BSU25200 BSU24720
BSU25200 BSU24730
BSU25200 BSU25290
BSU25200 BSU25300
BSU25200 BSU25470
BSU25200 BSU25490
BSU25200 BSU25570
BSU25200 BSU25580
BSU25200 BSU25590
BSU25200 BSU27850
BSU25200 BSU27860
BSU25200 BSU27870
BSU25200 BSU27880
BSU25200 BSU27930
BSU25200 BSU28070
BSU25200 BSU28090
BSU25200 BSU28120
BSU25200 BSU28130
BSU25200 BSU28140
BSU25200 BSU28150
BSU25200 BSU28160
BSU25200 BSU28170
BSU25200 BSU28290
BSU25200 BSU28300
BSU25200 BSU28310
BSU25200 BSU28430
BSU25200 BSU28440
BSU25200 BSU28450
BSU25200 BSU28470
BSU25200 BSU28500
BSU25200 BSU28630
BSU25200 BSU28640
BSU25200 BSU28950
BSU25200 BSU29100
BSU25200 BSU29110
BSU25200 BSU29120
BSU25200 BSU29130
BSU25200 BSU29140
BSU25200 BSU29200
BSU25200 BSU29210
BSU25200 BSU29470
BSU25200 BSU29660
BSU25200 BSU29680
BSU25200 BSU29690
BSU25200 BSU29700
BSU25200 BSU29710
BSU25200 BSU30780
BSU25200 BSU30790
BSU25200 BSU30800
BSU25200 BSU31450
BSU25200 BSU31490
BSU25200 BSU31680
BSU25200 BSU31700
BSU25200 BSU31710
BSU25200 BSU31720
BSU25200 BSU31740
BSU25200 BSU31930
BSU25200 BSU33780
BSU25200 BSU33790
BSU25200 BSU33900
BSU25200 BSU33910
BSU25200 BSU33920
BSU25200 BSU33930
BSU25200 BSU34440
BSU25200 BSU35290
BSU25200 BSU35300
BSU25200 BSU35450
BSU25200 BSU35460
BSU25200 BSU35470
BSU25200 BSU35490
BSU25200 BSU35650
BSU25200 BSU35720
BSU25200 BSU35730
BSU25200 BSU35740
BSU25200 BSU35750
BSU25200 BSU35760
BSU25200 BSU35910
BSU25200 BSU35920
BSU25200 BSU35930
BSU25200 BSU35940
BSU25200 BSU35950
BSU25200 BSU35960
BSU25200 BSU36000
BSU25200 BSU36010
BSU25200 BSU36510
BSU25200 BSU36520
BSU25200 BSU36900
BSU25200 BSU37130
BSU25200 BSU37150
BSU25200 BSU37290
BSU25200 BSU37310
BSU25200 BSU37350
BSU25200 BSU37360
BSU25200 BSU37370
BSU25200 BSU37380
BSU25200 BSU37390
BSU25200 BSU37400
BSU25200 BSU37410
BSU25200 BSU37420
BSU25200 BSU37430
BSU25200 BSU38410
BSU25200 BSU38420
BSU25200 BSU39340
BSU25200 BSU39350
BSU25200 BSU39360
BSU25200 BSU39370
BSU25200 BSU39380
BSU25200 BSU39390
BSU25200 BSU40050
BSU25200 BSU40350
BSU25200 BSU40420
BSU25200 BSU41030
BSU25200 BSU41040
BSU25200 BSU41060
